,WindPower
3320,12.232000000000001
3321,54.898
3322,140.12
3323,243.342
3324,344.343
3326,512.279
3327,541.964
3328,510.037
3329,465.89599999999996
3330,490.884
3331,506.342
3332,472.20300000000003
3333,408.445
3335,309.36
3336,285.726
3337,312.256
3338,364.35
3339,327.689
3340,288.411
3341,313.747
3342,372.649
3343,364.411
3344,328.371
3345,268.568
3347,267.725
3348,266.33799999999997
3349,288.027
3350,324.032
3351,362.176
3352,364.089
3353,355.045
3354,407.245
3355,455.473
3357,423.846
3359,382.675
3360,319.185
3361,277.222
3362,239.15599999999998
3363,186.46400000000003
3364,164.571
3365,190.35
3366,306.824
3367,433.245
3369,755.0939999999999
3371,934.055
3372,1055.964
3374,984.6569999999999
3375,757.816
3376,640.879
3377,481.041
3378,476.375
3379,577.76
3380,558.433
3381,540.62
3382,410.115
3383,383.145
3385,387.16
3386,316.83799999999997
3387,203.715
3389,33.131
3390,12.868
3391,50.278
3392,118.934
3393,218.294
3394,366.976
3395,530.965
3396,668.29
3397,723.2310000000001
3398,686.4739999999999
3400,434.897
3401,267.125
3402,255.048
3403,359.80300000000005
3404,490.575
3405,547.738
3406,544.094
3407,561.487
3408,555.974
3409,497.265
3410,490.55800000000005
3411,427.47
3412,484.531
3413,334.691
3415,501.94
3416,533.5980000000001
3417,575.184
3418,503.717
3419,387.44800000000004
3420,334.731
3421,370.48400000000004
3422,401.756
3423,502.019
3424,640.189
3425,626.4540000000001
3426,593.195
3428,450.60699999999997
3429,395.786
3430,287.69599999999997
3431,210.63099999999997
3432,179.622
3433,243.77200000000002
3435,270.909
3436,169.425
3437,71.678
3438,39.376
3439,47.783
3440,45.288000000000004
3441,38.784
3442,37.088
3443,45.335
3444,52.495
3445,53.823
3446,42.853
3447,33.955999999999996
3448,50.103
3449,102.90799999999999
3450,262.062
3451,486.04699999999997
3452,630.784
3453,710.018
3454,715.2919999999999
3455,820.7860000000001
3456,786.765
3457,856.946
3458,927.0989999999999
3459,894.6439999999999
3460,957.422
3461,1001.446
3464,1075.86
3465,1094.066
3466,1102.652
3467,1085.5839999999998
3468,1062.851
3471,770.48
3472,681.225
3473,694.827
3474,782.087
3475,898.715
3476,945.6360000000001
3477,982.194
3478,987.681
3479,1020.6460000000001
3480,1042.868
3481,1025.139
3482,1034.617
3483,1002.185
3484,965.823
3485,1037.665
3486,1112.881
3487,1094.068
3488,1027.01
3489,960.944
3490,859.988
3491,779.1310000000001
3492,704.812
3493,625.21
3494,562.441
3495,504.881
3496,401.949
3497,321.368
3498,350.76
3500,622.3
3501,782.0189999999999
3502,809.3689999999999
3504,717.921
3505,642.895
3506,608.127
3507,439.62800000000004
3509,396.05
3510,400.708
3511,431.903
3513,443.409
3514,426.86800000000005
3515,407.785
3516,381.978
3517,354.44
3518,328.8
3519,311.82
3520,267.448
3521,300.709
3522,320.77299999999997
3523,343.966
3524,438.92800000000005
3526,419.555
3527,490.50699999999995
3529,622.437
3530,668.299
3531,633.488
3533,409.865
3534,609.141
3535,623.9169999999999
3536,612.149
3537,561.4019999999999
3538,507.26099999999997
3539,461.425
3541,399.245
3542,323.334
3544,392.76
3545,385.56699999999995
3546,359.41900000000004
3547,354.773
3548,315.608
3549,314.95599999999996
3551,366.278
3553,386.27099999999996
3554,382.88599999999997
3555,315.5
3556,197.388
3557,203.808
3558,230.75900000000001
3559,235.425
3560,222.162
3561,202.05900000000003
3562,200.42700000000002
3563,224.635
3564,264.337
3565,301.785
3566,312.48900000000003
3567,306.068
3568,272.725
3569,201.518
3570,209.00400000000002
3571,386.395
3572,555.284
3573,644.371
3574,595.0840000000001
3575,585.9159999999999
3576,593.945
3578,610.18
3579,529.5369999999999
3580,465.87199999999996
3581,394.194
3582,461.406
3583,491.278
3584,485.22900000000004
3587,508.38699999999994
3588,502.405
3589,471.844
3590,403.12199999999996
3591,352.059
3592,330.657
3593,324.204
3594,420.661
3595,506.91
3596,509.336
3597,502.30800000000005
3599,501.925
3601,496.49199999999996
3602,497.416
3603,503.00199999999995
3604,527.447
3605,470.16
3606,577.748
3607,587.6519999999999
3608,620.928
3609,640.11
3610,613.857
3611,588.22
3612,570.585
3613,559.638
3614,555.937
3615,530.087
3616,437.51099999999997
3617,366.49699999999996
3618,407.048
3619,582.69
3620,685.066
3621,710.048
3625,569.896
3626,543.985
3627,409.11300000000006
3628,223.82
3629,224.274
3630,254.083
3631,304.78700000000003
3632,341.273
3633,323.307
3634,287.318
3635,254.58700000000002
3636,226.532
3637,199.525
3639,144.124
3640,166.548
3641,165.226
3642,108.506
3643,71.416
3644,62.818999999999996
3645,74.307
3646,112.596
3647,158.278
3648,209.02900000000002
3650,259.85
3651,252.179
3652,128.045
3653,43.623999999999995
3654,44.345
3655,66.014
3656,85.1
3657,113.76899999999999
3658,142.981
3659,165.23
3660,175.27200000000002
3661,180.50799999999998
3662,188.975
3663,188.23
3664,223.104
3665,237.453
3666,239.64700000000002
3667,274.57099999999997
3668,315.405
3669,355.421
3670,350.149
3671,310.135
3672,284.045
3673,279.931
3674,305.315
3675,308.305
3676,212.08700000000002
3677,146.60399999999998
3679,216.551
3680,251.898
3681,261.41900000000004
3682,263.425
3684,265.936
3685,242.704
3686,208.74
3687,185.627
3688,203.524
3689,185.608
3690,127.96
3691,103.53299999999999
3692,89.255
3693,65.385
3694,31.837
3695,18.202
3697,105.06299999999999
3698,240.86
3699,374.35400000000004
3700,293.934
3701,107.045
3702,92.801
3703,111.62899999999999
3704,100.395
3705,81.376
3706,56.398
3707,35.816
3708,24.84
3709,21.569000000000003
3710,20.315
3711,17.381
3712,36.705
3713,62.332
3714,57.898
3715,128.929
3716,349.83099999999996
3717,726.262
3718,879.178
3719,974.0169999999999
3720,876.013
3721,800.9910000000001
3722,721.2710000000001
3723,548.747
3724,547.561
3725,539.2280000000001
3726,422.598
3728,263.762
3729,223.386
3730,206.418
3731,193.27700000000002
3732,184.85
3733,173.33900000000003
3734,155.142
3735,156.468
3736,162.36700000000002
3737,185.916
3738,178.09099999999998
3739,136.113
3740,83.463
3741,51.251000000000005
3742,72.844
3743,202.476
3744,490.94800000000004
3745,723.0219999999999
3746,723.182
3747,454.772
3748,371.87800000000004
3749,419.806
3750,403.98699999999997
3751,331.598
3752,254.037
3753,198.71
3754,160.222
3755,137.424
3756,122.947
3757,122.14200000000001
3758,140.842
3760,231.88099999999997
3761,283.906
3762,383.671
3763,592.8480000000001
3764,733.7869999999999
3766,673.49
3767,621.361
3768,544.062
3769,461.42199999999997
3770,355.595
3771,245.08
3772,202.4
3773,213.796
3774,280.645
3775,343.14
3777,506.26300000000003
3779,604.564
3782,728.55
3783,692.3760000000001
3784,587.066
3785,490.526
3786,544.023
3787,577.755
3789,559.29
3790,484.55
3791,518.064
3793,300.874
3794,264.4
3795,179.007
3796,71.3
3797,54.04600000000001
3798,54.229
3799,76.245
3800,119.931
3801,202.532
3803,461.474
3805,681.312
3806,747.568
3807,764.2330000000001
3808,694.3610000000001
3809,577.8240000000001
3810,448.35400000000004
3811,395.152
3812,357.75199999999995
3813,399.38300000000004
3814,487.084
3815,557.868
3816,684.581
3817,976.678
3818,1043.163
3819,1079.315
3820,1316.069
3821,1378.1
3823,1270.849
3824,1142.208
3825,1013.778
3826,900.635
3827,817.1139999999999
3828,746.3989999999999
3830,614.403
3831,535.271
3832,405.876
3833,322.745
3834,348.88599999999997
3835,384.522
3836,412.24199999999996
3837,423.103
3838,438.81199999999995
3839,519.679
3840,535.953
3841,464.12
3843,406.371
3844,329.074
3845,249.467
3847,67.12899999999999
3848,30.497
3849,30.679000000000002
3851,57.193999999999996
3852,55.632
3854,54.401
3855,54.681000000000004
3856,37.07
3857,13.505
3858,74.084
3859,213.79
3860,466.764
3861,700.164
3862,728.513
3863,783.56
3864,849.7139999999999
3866,859.217
3867,695.428
3868,650.11
3869,704.785
3870,728.543
3871,723.245
3872,681.318
3873,663.212
3874,627.4540000000001
3875,599.895
3877,522.799
3878,495.37
3879,450.51099999999997
3880,368.983
3881,291.64
3882,283.735
3883,350.145
3884,411.727
3885,471.597
3886,490.444
3887,446.066
3888,358.62800000000004
3889,282.721
3890,249.649
3891,166.59400000000002
3892,42.121
3893,35.001
3894,33.289
3895,26.531999999999996
3896,19.007
3898,6.98
3900,5.0
3901,11.109000000000002
3902,24.94
3904,55.325
3906,38.994
3907,73.74600000000001
3908,88.988
3910,85.365
3911,72.965
3912,51.798
3914,22.475
3915,15.87
3917,5.938
3918,15.187999999999999
3919,17.211
3920,15.762
3921,14.231
3922,18.665
3923,25.968000000000004
3924,33.55
3925,44.388999999999996
3926,59.464
3927,73.096
3928,94.243
3929,122.165
3930,152.545
3931,246.06099999999998
3932,336.61300000000006
3933,430.959
3934,465.9
3935,435.966
3936,376.99300000000005
3937,310.336
3938,255.05900000000003
3939,224.709
3940,92.292
3941,32.064
3942,38.865
3943,44.413000000000004
3944,42.581
3945,43.294
3946,53.42
3948,99.95
3949,118.76100000000001
3950,133.296
3951,135.863
3952,133.825
3953,124.132
3954,114.976
3955,117.814
3956,106.43299999999999
3957,102.96799999999999
3959,93.021
3960,78.756
3961,61.293
3962,45.298
3963,34.292
3964,26.811
3965,12.984000000000002
3966,45.792
3967,122.436
3968,210.535
3969,269.453
3970,322.42900000000003
3972,461.275
3973,529.8340000000001
3974,572.762
3975,571.677
3976,516.9209999999999
3977,438.414
3978,387.805
3979,448.101
3980,501.95599999999996
3981,560.3340000000001
3983,548.793
3984,528.979
3985,535.121
3986,472.395
3987,304.545
3988,179.483
3989,185.73
3990,256.173
3991,335.724
3994,582.691
3995,640.1709999999999
3996,589.474
3997,501.91900000000004
3998,420.241
3999,305.877
4000,226.52200000000002
4001,230.518
4002,291.671
4003,369.31800000000004
4004,512.95
4006,649.239
4007,653.1080000000001
4008,590.409
4009,548.762
4011,369.832
4012,207.28099999999998
4013,137.892
4014,174.042
4015,192.985
4016,198.72400000000002
4017,204.545
4018,191.16400000000002
4019,167.324
4021,113.788
4022,89.059
4023,69.935
4025,76.195
4026,29.943
4027,5.45
4028,27.193
4029,76.286
4030,177.30599999999998
4031,320.626
4032,412.88699999999994
4033,426.529
4034,359.04
4035,224.7
4036,80.336
4037,36.934
4038,83.087
4039,183.549
4040,200.91
4041,197.972
4042,196.46200000000002
4043,143.226
4044,93.367
4045,92.56
4046,101.335
4047,88.762
4048,103.574
4049,130.41299999999998
4050,153.89700000000002
4051,305.20799999999997
4052,454.858
4053,506.767
4054,527.444
4055,662.414
4056,625.15
4057,626.275
4058,619.628
4059,560.626
4060,624.337
4061,657.178
4062,650.388
4063,573.071
4064,460.00199999999995
4065,357.788
4066,268.168
4067,188.00400000000002
4068,121.985
4069,70.093
4070,32.951
4071,26.145
4072,55.058
4073,85.671
4074,130.804
4075,220.65599999999998
4076,251.074
4077,224.68200000000002
4078,179.623
4079,180.635
4080,268.33299999999997
4081,367.009
4082,476.26599999999996
4083,587.627
4085,497.401
4086,429.56699999999995
4087,353.99699999999996
4088,246.33700000000002
4090,71.421
4091,45.123999999999995
4092,36.421
4093,31.055999999999997
4094,28.715999999999998
4095,27.183000000000003
4096,18.538
4098,125.755
4099,292.08099999999996
4100,412.85699999999997
4101,439.656
4102,455.12
4103,432.245
4104,370.45599999999996
4105,363.202
4106,412.159
4107,280.631
4108,310.415
4110,527.43
4112,750.346
4113,901.7260000000001
4114,1001.422
4115,970.432
4116,896.941
4117,857.085
4118,797.671
4119,784.2439999999999
4120,900.802
4121,1057.895
4122,1202.4569999999999
4123,1118.268
4124,932.4580000000001
4125,814.6080000000001
4126,792.946
4127,637.255
4128,554.817
4129,490.52099999999996
4130,303.505
4131,220.453
4132,143.476
4133,130.015
4135,135.757
4136,145.808
4137,165.523
4138,173.79
4139,174.93200000000002
4141,211.97299999999998
4142,272.664
4143,348.635
4144,311.986
4145,347.176
4146,408.73800000000006
4147,561.1709999999999
4148,599.981
4149,558.219
4150,509.599
4151,439.588
4152,402.22900000000004
4153,385.707
4154,343.866
4155,234.19799999999998
4156,106.588
4157,108.156
4158,152.875
4159,192.44099999999997
4160,290.553
4161,374.668
4162,453.459
4163,506.978
4164,544.034
4165,558.686
4166,567.19
4167,565.844
4168,539.775
4169,437.906
4170,399.25
4171,442.07300000000004
4172,570.1
4173,582.745
4174,502.545
4175,463.2
4176,454.852
4177,424.022
4178,383.434
4179,297.992
4180,164.02599999999998
4182,198.983
4183,243.83900000000003
4184,359.082
4185,407.48699999999997
4187,408.022
4188,438.086
4189,411.05199999999996
4190,430.689
4191,433.46
4192,313.915
4194,166.28900000000002
4196,83.14299999999999
4197,74.27
4198,84.823
4199,73.722
4200,100.774
4201,185.328
4202,205.532
4203,244.49599999999998
4204,173.298
4207,206.609
4209,384.45099999999996
4210,412.89300000000003
4212,319.068
4213,334.855
4214,465.814
4216,563.012
4217,559.8430000000001
4218,508.935
4219,527.696
4221,653.246
4223,559.675
4224,531.948
4225,497.352
4226,461.42
4227,283.953
4228,126.574
4229,108.11399999999999
4230,88.444
4231,62.098
4232,57.152
4233,69.988
4234,67.29
4235,48.541000000000004
4237,32.373000000000005
4238,69.929
4239,101.95700000000001
4240,82.67299999999999
4241,35.766
4242,11.85
4243,6.17
4244,21.236
4245,98.352
4246,282.147
4247,603.099
4249,968.445
4250,879.1460000000001
4251,722.311
4252,647.962
4253,602.686
4254,452.7
4255,599.98
4256,620.665
4257,724.195
4258,942.02
4259,1077.729
4260,1084.0710000000001
4261,788.9960000000001
4262,650.3919999999999
4263,725.467
4264,762.2189999999999
4265,795.613
4266,681.2360000000001
4267,573.4119999999999
4268,650.28
4270,622.4540000000001
4271,608.74
4272,621.1080000000001
4274,621.148
4275,560.308
4276,539.811
4277,587.415
4278,701.809
4279,850.095
4280,1001.436
4281,1131.5839999999998
4282,1213.268
4283,1270.9260000000002
4285,1260.921
4286,1242.042
4288,1069.724
4291,559.26
4292,490.548
4293,437.936
4294,333.212
4295,244.75599999999997
4296,216.732
4297,264.791
4298,365.798
4299,340.431
4300,273.748
4301,295.67400000000004
4302,334.825
4303,325.834
4304,314.36400000000003
4305,316.156
4306,326.258
4307,338.17900000000003
4309,439.587
4310,522.785
4311,597.44
4312,622.817
4313,571.674
4314,528.12
4315,559.001
4316,595.814
4317,490.51800000000003
4318,385.917
4319,373.335
4320,370.345
4321,389.957
4322,408.75300000000004
4324,221.51
4325,231.293
4326,254.91299999999998
4327,255.173
4330,325.99
4331,354.27099999999996
4332,313.697
4333,251.292
4335,171.238
4338,219.49400000000003
4339,362.975
4341,630.141
4342,551.428
4343,497.332
4344,454.838
4345,513.955
4346,508.221
4347,454.83099999999996
4348,495.98699999999997
4349,497.295
4350,596.07
4351,776.695
4352,1088.672
4353,1248.482
4355,1160.726
4356,1205.823
4357,1236.904
4358,1252.397
4359,1131.67
4360,962.904
4362,765.49
4363,742.798
4364,737.7769999999999
4365,556.294
4366,502.01
4367,465.78
4369,466.77
4370,378.184
4371,226.84799999999998
4372,135.91299999999998
4373,116.605
4374,198.08
4375,314.585
4376,470.17900000000003
4377,681.22
4378,709.9860000000001
4379,654.836
4380,797.8489999999999
4381,948.1560000000001
4382,934.571
4383,816.84
4384,893.998
4385,857.296
4386,883.0239999999999
4387,918.796
4388,900.539
4389,890.284
4390,879.183
4391,747.125
4392,622.385
4393,539.319
4394,475.23699999999997
4395,269.135
4396,77.60600000000001
4397,78.829
4398,93.279
4399,118.165
4400,176.458
4401,336.461
4402,632.252
4403,966.6030000000001
4404,1169.152
4405,1350.411
4406,1422.954
4407,1430.217
4408,1420.524
4409,1364.376
4410,1202.4560000000001
4411,1064.297
4412,971.335
4413,763.24
4414,629.76
4415,543.136
4416,486.02099999999996
4417,377.48400000000004
4418,326.953
4419,254.03
4420,232.41400000000002
4421,208.653
4422,171.916
4423,167.743
4425,244.91299999999998
4426,290.188
4427,338.207
4428,394.085
4429,433.461
4430,461.416
4431,461.414
4432,428.69699999999995
4433,422.70099999999996
4434,450.522
4435,446.121
4436,462.735
4437,390.097
4438,319.322
4439,259.46
4440,173.565
4441,106.117
4442,66.763
4443,51.268
4444,26.03
4446,26.925
4448,21.905
4449,30.715999999999998
4450,50.43600000000001
4451,92.421
4452,147.845
4453,202.541
4454,239.40900000000002
4455,266.42400000000004
4457,224.639
4458,232.048
4460,323.062
4461,265.54400000000004
4462,173.674
4464,90.11
4465,78.78699999999999
4466,68.199
4467,68.767
4468,45.55
4469,16.477999999999998
4470,12.702
4471,10.722000000000001
4472,16.671
4473,27.180999999999997
4474,36.117
4475,43.809
4476,50.301
4477,51.91
4478,55.336999999999996
4479,55.262
4480,44.04600000000001
4481,22.337
4482,17.766
4483,37.443000000000005
4484,97.363
4485,237.773
4486,441.901
4488,662.273
4489,570.01
4490,493.751
4491,522.773
4492,439.152
4493,458.18800000000005
4494,539.238
4495,522.832
4496,473.592
4497,383.452
4498,282.978
4499,237.018
4500,222.727
4501,224.00099999999998
4503,237.729
4504,196.78400000000002
4506,299.716
4507,414.087
4508,553.178
4509,658.107
4510,626.5790000000001
4512,468.37
4513,423.81699999999995
4514,365.121
4515,233.64
4516,165.47799999999998
4517,134.283
4518,76.271
4519,27.951
4520,4.774
4521,13.362
4522,33.661
4523,70.33800000000001
4524,125.679
4525,166.643
4526,213.162
4527,294.222
4528,342.915
4529,363.501
4530,383.36800000000005
4532,478.81699999999995
4533,405.62
4534,356.18300000000005
4535,303.392
4536,266.035
4537,248.497
4538,248.838
4539,203.387
4540,69.277
4541,51.32899999999999
4543,13.025
4544,7.1579999999999995
4545,17.965
4546,37.566
4547,54.528
4550,173.612
4551,252.75400000000002
4552,311.745
4555,375.264
4556,384.746
4558,268.559
4559,201.25
4560,140.936
4562,52.471000000000004
4563,25.783
4564,14.488
4565,28.225
4566,60.876999999999995
4567,106.601
4568,126.51700000000001
4569,129.143
4571,176.486
4572,187.917
4573,208.248
4574,192.898
4575,152.855
4576,133.143
4577,182.176
4578,114.575
4580,55.308
4581,96.397
4582,148.162
4583,200.481
4585,281.709
4587,224.701
4588,96.48700000000001
4589,77.041
4590,88.443
4591,84.95200000000001
4592,121.32700000000001
4593,221.91
4594,357.407
4596,456.101
4597,400.009
4598,322.983
4599,267.925
4600,204.519
4601,179.082
4602,211.96099999999998
4603,297.09
4604,448.504
4605,543.318
4606,516.205
4607,528.611
4608,562.196
4609,568.396
4610,527.429
4611,371.917
4612,177.445
4613,135.929
4614,148.368
4615,155.769
4616,158.822
4617,189.642
4618,252.50099999999998
4619,345.659
4620,421.251
4621,481.885
4622,483.686
4623,439.01800000000003
4625,410.71
4626,450.42400000000004
4627,456.495
4628,483.934
4629,458.642
4630,399.009
4631,360.12300000000005
4632,315.159
4634,273.693
4635,220.701
4636,118.09299999999999
4637,59.875
4638,50.312
4639,48.982
4640,54.839
4641,85.756
4643,167.40400000000002
4644,211.55200000000002
4645,259.51599999999996
4647,251.271
4648,227.49
4649,236.53599999999997
4650,235.217
4651,202.804
4652,141.19
4653,114.833
4654,122.186
4655,131.748
4656,146.161
4657,170.892
4658,181.41299999999998
4659,125.779
4660,73.157
4661,64.561
4662,69.01
4663,74.708
4664,61.449
4665,41.298
4666,25.142
4667,34.955999999999996
4668,69.39399999999999
4669,122.12200000000001
4670,159.398
4671,170.26
4672,138.481
4673,135.935
4674,185.162
4675,223.5
4676,267.406
4677,282.309
4678,303.654
4679,270.934
4680,214.44400000000002
4681,144.481
4682,92.87299999999999
4683,71.877
4684,70.993
4685,78.79
4686,102.91799999999999
4687,138.16299999999998
4688,151.484
4689,107.31200000000001
4690,60.396
4691,43.067
4692,34.457
4693,44.803999999999995
4694,62.096000000000004
4695,69.833
4696,66.53399999999999
4697,61.868
4698,60.956
4699,81.98
4700,161.053
4702,486.026
4703,655.443
4705,660.6239999999999
4706,622.092
4707,416.588
4708,288.595
4709,372.226
4710,375.67
4711,369.61800000000005
4712,345.384
4713,277.279
4714,195.762
4715,115.073
4716,61.365
4717,42.287
4718,50.373000000000005
4719,86.161
4720,140.476
4721,221.882
4722,357.76199999999994
4724,587.648
4725,497.32099999999997
4726,446.11
4727,417.93199999999996
4728,476.01599999999996
4729,465.901
4730,464.56699999999995
4731,439.676
4732,544.484
4733,534.5319999999999
4734,686.497
4735,932.607
4736,1005.52
4737,888.544
4738,913.2869999999999
4739,918.807
4740,790.165
4741,612.266
4742,553.768
4743,580.692
4744,533.7909999999999
4745,579.725
4746,771.283
4747,810.918
4748,761.165
4749,715.313
4750,623.394
4751,525.479
4752,510.092
4753,518.114
4754,490.49300000000005
4755,337.94599999999997
4756,265.20599999999996
4757,391.47900000000004
4758,403.37300000000005
4759,394.52099999999996
4761,426.44199999999995
4762,453.324
4763,477.99
4764,497.381
4765,476.45300000000003
4766,440.91900000000004
4767,386.176
4769,299.001
4770,383.977
4771,524.9259999999999
4772,605.722
4773,604.952
4774,622.496
4775,637.1569999999999
4776,669.0110000000001
4777,686.454
4778,673.578
4779,455.20599999999996
4780,158.964
4781,120.292
4783,27.604
4784,22.908
4785,27.912
4786,25.64
4787,16.176
4788,8.168
4789,4.566
4790,6.962999999999999
4791,27.788
4793,53.89
4794,83.2
4795,168.21
4796,238.524
4797,235.608
4799,139.484
4800,90.85600000000001
4801,37.625
4802,13.595999999999998
4803,8.26
4804,14.677999999999999
4805,12.054
4806,25.971
4807,77.075
4808,199.74400000000003
4809,322.664
4810,413.70300000000003
4811,472.293
4812,410.46
4813,324.657
4814,291.751
4815,288.04200000000003
4816,298.507
4817,235.447
4818,262.664
4819,299.61
4821,413.019
4822,424.88599999999997
4823,451.92199999999997
4824,507.42800000000005
4826,605.24
4827,496.99699999999996
4829,55.645
4830,48.653999999999996
4831,26.479
4832,13.32
4833,9.738
4834,4.504
4835,4.355
4836,9.193
4837,25.916999999999998
4838,53.693000000000005
4839,85.695
4842,208.30900000000003
4843,238.94400000000002
4844,251.683
4845,224.562
4846,164.362
4847,136.4
4848,144.827
4849,181.294
4850,224.71400000000003
4852,181.45
4853,90.137
4854,155.616
4855,223.78799999999998
4856,266.024
4857,288.332
4858,283.344
4859,267.748
4860,264.66900000000004
4861,261.80400000000003
4862,242.778
4863,196.80200000000002
4864,151.19899999999998
4865,152.364
4866,155.881
4867,160.151
4868,166.418
4869,158.126
4870,125.23700000000001
4871,80.183
4872,44.245
4873,15.89
4874,4.261
4875,17.146
4876,57.19
4877,36.012
4880,76.979
4881,99.25
4882,146.35399999999998
4883,199.157
4884,244.695
4885,270.23
4886,248.50900000000001
4888,164.227
4889,171.41
4890,188.62400000000002
4891,200.275
4892,189.415
4894,106.374
4895,62.911
4896,35.49
4897,18.022000000000002
4898,7.8629999999999995
4899,5.047
4900,5.287999999999999
4901,12.11
4902,97.404
4904,168.71599999999998
4905,134.612
4906,123.348
4907,129.248
4908,142.86700000000002
4909,155.738
4910,165.893
4911,175.833
4912,154.513
4914,148.29399999999998
4915,185.392
4916,214.58700000000002
4917,275.297
4918,321.45599999999996
4919,322.777
4921,285.22700000000003
4922,259.568
4923,215.298
4924,119.926
4925,57.199
4926,73.786
4927,90.865
4928,115.613
4929,155.259
4930,215.00400000000002
4931,282.62
4932,351.334
4933,418.097
4934,461.42400000000004
4935,428.43199999999996
4936,357.74300000000005
4937,308.865
4938,352.51199999999994
4940,601.053
4941,545.749
4942,470.735
4943,404.221
4944,363.333
4945,348.60400000000004
4946,287.069
4947,255.87099999999998
4948,208.46400000000003
4949,98.90899999999999
4950,69.556
4951,108.654
4952,196.94400000000002
4953,313.32
4954,414.39099999999996
4956,537.276
4957,508.37300000000005
4958,470.19300000000004
4959,422.17400000000004
4960,363.925
4961,328.65
4962,335.51800000000003
4963,359.538
4964,451.191
4966,497.416
4967,466.54
4970,441.324
4972,375.69300000000004
4973,364.006
4974,439.565
4975,527.432
4976,634.295
4977,762.118
4978,827.727
4979,886.846
4980,914.319
4982,794.5369999999999
4983,663.127
4984,578.889
4985,548.774
4986,577.755
4987,569.304
4988,459.43800000000005
4990,407.293
4991,383.36400000000003
4992,354.45300000000003
4993,319.29900000000004
4994,278.176
4995,234.947
4996,124.564
4997,139.22899999999998
4998,257.724
5000,473.457
5002,652.7909999999999
5003,790.122
5004,927.077
5005,951.877
5006,825.4810000000001
5007,710.065
5009,540.391
5010,511.47
5011,562.672
5012,656.3689999999999
5013,721.977
5014,784.924
5015,715.2689999999999
5016,608.396
5017,547.156
5018,564.294
5019,576.048
5020,444.309
5021,397.186
5022,376.844
5023,357.74300000000005
5024,392.86800000000005
5025,419.07599999999996
5026,440.541
5027,476.219
5029,582.685
5030,638.685
5031,650.281
5032,640.197
5034,528.585
5035,515.523
5036,465.824
5037,419.389
5038,403.027
5039,402.676
5040,364.486
5041,334.913
5042,298.97900000000004
5043,248.729
5045,43.956
5046,73.563
5047,139.349
5048,202.581
5049,274.41700000000003
5050,367.66
5051,460.9
5052,528.335
5053,529.9069999999999
5054,436.51800000000003
5055,337.94800000000004
5056,279.096
5057,264.132
5058,268.642
5059,304.562
5060,286.324
5061,274.452
5062,248.708
5063,236.28400000000002
5064,200.067
5066,198.437
5067,207.352
5068,159.078
5069,116.78
5071,139.219
5072,170.588
5073,217.00599999999997
5075,338.63699999999994
5076,383.04
5077,398.88300000000004
5078,406.978
5079,419.556
5080,400.62199999999996
5081,391.43
5082,490.522
5083,522.765
5084,591.648
5085,592.744
5086,579.0790000000001
5087,578.411
5088,582.664
5090,557.003
5091,474.917
5092,242.50400000000002
5093,179.467
5094,184.11900000000003
5095,224.737
5096,309.211
5097,406.24
5098,505.31
5099,599.964
5100,677.798
5102,691.6489999999999
5103,645.193
5105,591.776
5106,650.4119999999999
5107,715.27
5108,656.2510000000001
5109,572.168
5110,519.5
5112,461.39099999999996
5113,434.48400000000004
5115,373.82099999999997
5116,185.69400000000002
5117,144.428
5118,196.942
5119,262.841
5120,324.207
5121,383.389
5123,465.779
5124,481.425
5125,487.228
5126,485.936
5128,390.074
5129,422.15
5130,489.228
5131,532.871
5132,522.743
5133,522.773
5134,513.443
5135,521.177
5137,490.538
5138,457.764
5139,431.325
5140,238.452
5141,160.07299999999998
5142,181.162
5143,201.345
5144,269.003
5145,334.913
5146,387.166
5147,454.43699999999995
5148,507.73
5149,547.3480000000001
5151,490.866
5152,421.249
5153,521.76
5154,674.4639999999999
5156,647.717
5157,572.923
5158,530.7180000000001
5159,476.716
5160,421.81699999999995
5161,370.228
5162,307.767
5163,245.13099999999997
5164,144.713
5165,26.895
5166,23.941999999999997
5167,125.369
5168,235.372
5169,342.86
5170,440.486
5171,489.99699999999996
5172,500.37699999999995
5173,467.35900000000004
5174,435.032
5175,385.092
5176,281.911
5177,250.024
5178,411.524
5179,598.9580000000001
5180,701.8589999999999
5181,706.327
5182,822.067
5183,851.6139999999999
5184,850.077
5185,732.058
5187,220.217
5188,81.115
5189,93.29799999999999
5190,169.968
5191,278.895
5192,384.835
5193,455.273
5194,408.592
5196,252.68099999999998
5197,217.162
5198,224.695
5199,234.917
5200,245.019
5201,262.975
5202,327.548
5203,455.079
5204,490.577
5205,417.918
5206,354.577
5207,289.39
5208,200.34799999999998
5209,122.169
5210,70.801
5211,42.285
5213,23.566
5214,10.520999999999999
5215,7.98
5216,9.005
5217,9.982999999999999
5218,12.925
5219,24.276
5220,35.306999999999995
5221,43.223
5222,67.893
5223,136.344
5225,209.69
5226,275.857
5227,369.17900000000003
5228,373.12699999999995
5229,354.874
5230,298.819
5231,209.456
5232,122.14299999999999
5233,63.261
5234,37.604
5235,20.948
5236,13.722000000000001
5237,16.395
5238,13.562999999999999
5239,16.199
5240,12.73
5241,8.387
5242,4.313
5243,9.834
5244,44.786
5245,142.54
5247,291.012
5248,321.735
5249,322.927
5250,450.408
5251,645.193
5252,673.465
5253,554.736
5255,441.751
5257,190.79
5258,78.763
5259,31.246
5260,20.764
