,WindSpeed,IrrDirect,IrrDiffuse,Temperature,Percipitation,SnowFlow,SnowMass,AirDensity,RadSurface,RadTop,CloudCover,IsDayBin_Day,IsDayBin_Night,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12
1431,5.567,0.21100000000000002,0.031,-1.4240000000000002,0.001,0.0,10.123,1.273,72.43,145.292,0.903,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1432,6.438,0.012,0.002,-3.697,0.002,0.002,10.126,1.2770000000000001,3.805,11.839,0.961,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1433,6.603,0.0,0.0,-4.122,0.012,0.012,10.135,1.28,0.0,0.0,0.977,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1434,6.162999999999999,0.0,0.0,-3.826,0.027000000000000003,0.027000000000000003,10.158,1.2830000000000001,0.0,0.0,0.99,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1435,5.567,0.0,0.0,-3.528,0.039,0.039,10.193999999999999,1.286,0.0,0.0,0.993,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1436,4.993,0.0,0.0,-3.7489999999999997,0.040999999999999995,0.040999999999999995,10.236,1.287,0.0,0.0,0.983,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1437,5.193,0.0,0.0,-4.031000000000001,0.040999999999999995,0.040999999999999995,10.279000000000002,1.287,0.0,0.0,0.9470000000000001,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1439,5.604,0.0,0.0,-4.361000000000001,0.035,0.035,10.360999999999999,1.286,0.0,0.0,0.9109999999999999,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1440,5.789,0.0,0.0,-4.39,0.038,0.038,10.399000000000001,1.285,0.0,0.0,0.9490000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1441,6.085,0.0,0.0,-4.418,0.05,0.05,10.446,1.284,0.0,0.0,0.9690000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1442,6.126,0.0,0.0,-4.354,0.048,0.048,10.498,1.2830000000000001,0.0,0.0,0.978,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1443,5.941,0.0,0.0,-4.368,0.044000000000000004,0.044000000000000004,10.545,1.2830000000000001,0.0,0.0,0.968,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1444,5.665,0.0,0.0,-4.476,0.045,0.045,10.592,1.2819999999999998,0.0,0.0,0.9790000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1445,5.982,0.0,0.0,-4.516,0.051,0.051,10.642999999999999,1.2819999999999998,0.0,0.0,0.987,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1446,6.476,0.008,0.006999999999999999,-4.181,0.053,0.053,10.698,1.281,11.984000000000002,58.841,0.99,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1448,7.053999999999999,0.037000000000000005,0.073,-2.7060000000000004,0.059000000000000004,0.059000000000000004,10.784,1.275,114.197,354.01,0.9890000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1449,7.3420000000000005,0.027000000000000003,0.08900000000000001,-2.108,0.061,0.061,10.825999999999999,1.272,133.08700000000002,455.33,0.9890000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1450,7.37,0.023,0.1,-1.605,0.053,0.053,10.853,1.2690000000000001,145.877,514.68,0.9940000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1451,7.421,0.015,0.091,-1.261,0.055999999999999994,0.055999999999999994,10.879000000000001,1.265,129.194,528.3969999999999,0.998,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1452,7.354,0.011000000000000001,0.078,-1.123,0.06,0.06,10.907,1.263,111.34299999999999,495.405,0.998,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1454,7.354,0.003,0.026000000000000002,-1.423,0.064,0.064,10.987,1.26,37.94,301.189,0.998,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1455,7.55,0.001,0.009000000000000001,-1.7480000000000002,0.08199999999999999,0.08199999999999999,11.048,1.26,13.727,153.355,0.997,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1456,7.68,0.0,0.001,-2.154,0.08900000000000001,0.08900000000000001,11.122,1.26,0.843,14.982999999999999,0.997,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1457,7.742999999999999,0.0,0.0,-2.516,0.099,0.099,11.206,1.261,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1458,7.74,0.0,0.0,-2.805,0.139,0.139,11.315,1.261,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1459,7.656000000000001,0.0,0.0,-2.997,0.20199999999999999,0.20199999999999999,11.478,1.26,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1460,7.531000000000001,0.0,0.0,-3.082,0.27,0.27,11.712,1.26,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1461,7.376,0.0,0.0,-3.114,0.319,0.319,12.001,1.258,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1462,7.232,0.0,0.0,-3.128,0.38799999999999996,0.38799999999999996,12.350999999999999,1.2570000000000001,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1464,6.971,0.0,0.0,-3.134,0.465,0.465,13.241,1.255,0.0,0.0,0.998,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1465,6.779,0.0,0.0,-3.2089999999999996,0.39799999999999996,0.39799999999999996,13.665999999999999,1.254,0.0,0.0,0.998,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1466,6.371,0.0,0.0,-3.359,0.303,0.303,14.007,1.253,0.0,0.0,0.995,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1467,6.407,0.0,0.0,-3.577,0.254,0.254,14.272,1.253,0.0,0.0,0.988,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1468,6.513999999999999,0.0,0.0,-3.8169999999999997,0.27699999999999997,0.27699999999999997,14.535,1.253,0.0,0.0,0.986,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1470,6.5520000000000005,0.004,0.006,-4.074,0.28,0.28,15.105,1.254,10.0,65.684,0.992,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1471,6.529,0.005,0.022000000000000002,-3.81,0.289,0.289,15.379000000000001,1.253,34.571999999999996,225.99900000000002,0.996,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1472,6.584,0.004,0.035,-3.426,0.345,0.345,15.683,1.251,51.273999999999994,362.224,0.998,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1473,6.226,0.004,0.046,-2.9330000000000003,0.381,0.381,16.034000000000002,1.248,65.51100000000001,463.474,0.998,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1474,5.976,0.004,0.059000000000000004,-2.344,0.375,0.375,16.39,1.245,82.26799999999999,522.93,0.997,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1475,6.006,0.006,0.07,-1.76,0.387,0.387,16.738,1.242,97.51100000000001,536.6469999999999,0.993,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1477,6.266,0.005,0.051,-0.9940000000000001,0.386,0.386,17.482,1.237,73.02600000000001,426.01599999999996,0.996,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1478,6.53,0.003,0.028999999999999998,-0.922,0.331,0.327,17.809,1.236,42.211999999999996,309.33299999999997,0.997,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1479,6.742000000000001,0.002,0.012,-1.008,0.32299999999999995,0.32299999999999995,18.108,1.236,18.215999999999998,161.469,0.998,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1480,6.848,0.0,0.001,-1.189,0.35,0.35,18.426,1.237,1.389,18.5,0.998,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1481,6.931,0.0,0.0,-1.3019999999999998,0.46399999999999997,0.46399999999999997,18.819000000000003,1.237,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1482,7.028,0.0,0.0,-1.399,0.674,0.6729999999999999,19.385,1.238,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1483,7.151,0.0,0.0,-1.536,0.8370000000000001,0.836,20.142,1.239,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1484,7.289,0.0,0.0,-1.716,0.903,0.903,21.006999999999998,1.24,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1485,7.394,0.0,0.0,-1.8780000000000001,0.852,0.851,21.863000000000003,1.2409999999999999,0.0,0.0,0.998,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1486,7.4879999999999995,0.0,0.0,-1.984,0.9,0.9,22.711,1.2409999999999999,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1487,7.468,0.0,0.0,-2.083,1.044,1.043,23.66,1.242,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1488,7.295,0.0,0.0,-2.175,1.1159999999999999,1.1159999999999999,24.739,1.2429999999999999,0.0,0.0,0.996,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1489,7.05,0.0,0.0,-2.2569999999999997,0.938,0.937,25.738000000000003,1.2429999999999999,0.0,0.0,0.972,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1490,6.647,0.0,0.0,-2.32,0.66,0.659,26.5,1.2429999999999999,0.0,0.0,0.848,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1491,6.382000000000001,0.0,0.0,-2.38,0.47600000000000003,0.475,27.03,1.2429999999999999,0.0,0.0,0.754,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1492,6.184,0.0,0.0,-2.2569999999999997,0.36,0.359,27.429000000000002,1.2429999999999999,0.0,0.0,0.7140000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1493,6.307,0.0,0.0,-2.105,0.278,0.271,27.737,1.242,0.0,0.0,0.7120000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1494,6.072,0.008,0.008,-1.8430000000000002,0.17600000000000002,0.16699999999999998,27.916999999999998,1.242,13.435,72.918,0.657,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1495,6.056,0.022000000000000002,0.039,-1.17,0.134,0.127,27.989,1.24,61.772,234.122,0.643,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1496,6.03,0.042,0.077,-0.428,0.113,0.096,27.831,1.238,121.385,370.36699999999996,0.615,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1497,6.351,0.053,0.10800000000000001,0.043,0.134,0.12,27.353,1.238,166.699,471.70599999999996,0.653,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1498,6.6610000000000005,0.039,0.11599999999999999,0.19899999999999998,0.149,0.124,26.594,1.238,171.958,531.18,0.693,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1500,6.388,0.025,0.102,0.335,0.09300000000000001,0.057999999999999996,25.009,1.238,148.41299999999998,511.78,0.855,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1501,6.263,0.013000000000000001,0.07,0.32799999999999996,0.08,0.052000000000000005,24.436999999999998,1.239,101.70100000000001,434.244,0.877,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1502,6.154,0.009000000000000001,0.044000000000000004,0.285,0.076,0.052000000000000005,24.116999999999997,1.239,66.021,317.54200000000003,0.937,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1503,6.1610000000000005,0.004,0.017,0.139,0.069,0.046,23.974,1.24,25.595,169.583,0.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1504,6.101,0.001,0.002,-0.14800000000000002,0.06,0.034,23.898000000000003,1.242,2.459,22.401,0.8290000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1505,5.76,0.0,0.0,-0.47,0.054000000000000006,0.034,23.87,1.244,0.0,0.0,0.875,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1507,5.474,0.0,0.0,-0.9740000000000001,0.044000000000000004,0.043,23.914,1.247,0.0,0.0,0.99,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1508,5.064,0.0,0.0,-1.1179999999999999,0.039,0.039,23.948,1.248,0.0,0.0,0.995,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1510,4.454,0.0,0.0,-1.528,0.057999999999999996,0.057,24.028000000000002,1.25,0.0,0.0,0.998,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1511,4.615,0.0,0.0,-1.7169999999999999,0.099,0.099,24.109,1.25,0.0,0.0,0.998,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1512,4.879,0.0,0.0,-1.8159999999999998,0.136,0.136,24.232,1.251,0.0,0.0,0.998,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1513,5.015,0.0,0.0,-1.847,0.187,0.187,24.398000000000003,1.251,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1514,5.0680000000000005,0.0,0.0,-1.949,0.243,0.243,24.62,1.252,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1515,5.218999999999999,0.0,0.0,-2.044,0.295,0.295,24.894000000000002,1.252,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1516,5.396,0.0,0.0,-2.109,0.32899999999999996,0.32899999999999996,25.215999999999998,1.252,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1517,5.596,0.0,0.0,-2.126,0.32299999999999995,0.32299999999999995,25.544,1.252,0.0,0.004,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1518,5.712000000000001,0.002,0.004,-1.964,0.34600000000000003,0.33899999999999997,25.874000000000002,1.252,6.819,80.525,0.996,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1519,5.4239999999999995,0.002,0.018000000000000002,-1.594,0.495,0.491,26.279,1.251,27.314,242.247,0.995,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1520,5.353,0.003,0.031,-1.278,0.73,0.7290000000000001,26.879,1.25,45.604,378.595,0.993,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1521,5.212999999999999,0.003,0.043,-0.955,0.905,0.904,27.666,1.248,60.162,479.93300000000005,0.99,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1522,4.842,0.003,0.051,-0.6629999999999999,0.929,0.924,28.537,1.246,70.984,539.387,0.9620000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1524,3.4,0.005,0.065,-0.10300000000000001,0.564,0.556,29.869,1.242,89.978,520.114,0.898,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1525,2.911,0.008,0.066,0.01,0.327,0.32,30.118000000000002,1.2409999999999999,93.796,442.476,0.833,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1526,2.8480000000000003,0.009000000000000001,0.049,-0.006999999999999999,0.212,0.205,30.185,1.24,73.62100000000001,325.66700000000003,0.7929999999999999,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1529,5.761,0.0,0.0,-1.531,0.051,0.051,30.494,1.2429999999999999,0.0,0.0,0.6829999999999999,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1530,6.084,0.0,0.0,-1.99,0.045,0.045,30.545,1.246,0.0,0.0,0.67,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1531,6.218,0.0,0.0,-2.3040000000000003,0.045,0.045,30.593000000000004,1.249,0.0,0.0,0.715,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1532,5.858,0.0,0.0,-2.299,0.039,0.039,30.638,1.252,0.0,0.0,0.7190000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1533,4.999,0.0,0.0,-2.423,0.04,0.04,30.68,1.255,0.0,0.0,0.72,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1534,4.73,0.0,0.0,-2.842,0.043,0.043,30.726,1.2570000000000001,0.0,0.0,0.72,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1535,4.765,0.0,0.0,-3.285,0.043,0.043,30.772,1.2590000000000001,0.0,0.0,0.715,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1536,4.54,0.0,0.0,-3.72,0.040999999999999995,0.04,30.818,1.261,0.0,0.0,0.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1537,4.273,0.0,0.0,-4.387,0.038,0.038,30.859,1.262,0.0,0.0,0.741,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1538,3.781,0.0,0.0,-4.625,0.035,0.035,30.899,1.263,0.0,0.0,0.8640000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1539,3.182,0.0,0.0,-4.558,0.025,0.025,30.93,1.262,0.0,0.0,0.888,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1540,2.65,0.0,0.0,-4.499,0.017,0.017,30.951,1.262,0.0,0.0,0.92,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1541,2.855,0.0,0.0,-4.641,0.013999999999999999,0.013999999999999999,30.967,1.262,0.009000000000000001,0.08199999999999999,0.9420000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1542,3.423,0.021,0.012,-4.772,0.015,0.015,30.983,1.262,20.93,88.458,0.937,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1543,3.885,0.039,0.047,-3.8819999999999997,0.013999999999999999,0.013999999999999999,30.997,1.262,76.915,250.425,0.951,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1544,3.4589999999999996,0.063,0.086,-2.075,0.016,0.015,30.98,1.2590000000000001,139.037,386.73800000000006,0.991,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1545,3.3169999999999997,0.067,0.114,-0.9440000000000001,0.028999999999999998,0.027999999999999997,30.846999999999998,1.254,179.938,488.08099999999996,0.9940000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1546,3.602,0.047,0.122,-0.336,0.054000000000000006,0.052000000000000005,30.55,1.251,183.26,547.637,0.996,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1547,3.81,0.033,0.11599999999999999,-0.036000000000000004,0.042,0.032,30.191,1.249,168.421,561.316,0.996,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1548,4.067,0.034,0.109,0.10099999999999999,0.031,0.025,29.775,1.247,161.23,528.16,0.987,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1549,4.379,0.062,0.106,0.163,0.024,0.018000000000000002,29.368000000000002,1.247,167.105,450.619,0.965,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1551,4.8,0.023,0.033,-0.16,0.024,0.023,29.011999999999997,1.247,53.582,185.885,0.988,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1552,5.4510000000000005,0.004,0.004,-1.0859999999999999,0.023,0.02,29.023000000000003,1.247,6.039,31.342,0.995,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1553,5.694,0.0,0.0,-1.974,0.043,0.042,29.057,1.248,0.0,0.0,0.996,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1554,5.67,0.0,0.0,-2.219,0.068,0.067,29.119,1.249,0.0,0.0,0.996,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1555,5.647,0.0,0.0,-2.2319999999999998,0.08,0.08,29.2,1.251,0.0,0.0,0.996,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1556,5.447,0.0,0.0,-2.353,0.08,0.079,29.285,1.251,0.0,0.0,0.996,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1557,5.541,0.0,0.0,-2.4219999999999997,0.07200000000000001,0.071,29.365,1.252,0.0,0.0,0.996,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1558,5.6770000000000005,0.0,0.0,-2.294,0.079,0.078,29.441999999999997,1.252,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1559,5.6370000000000005,0.0,0.0,-2.036,0.107,0.107,29.541,1.252,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1560,5.494,0.0,0.0,-1.902,0.149,0.149,29.671,1.252,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1561,5.412000000000001,0.0,0.0,-1.834,0.2,0.19899999999999998,29.851,1.252,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1562,5.34,0.0,0.0,-1.8519999999999999,0.213,0.212,30.059,1.252,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1563,5.312,0.0,0.0,-1.969,0.223,0.223,30.28,1.252,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1565,5.1339999999999995,0.0,0.0,-2.416,0.177,0.177,30.648000000000003,1.254,0.031,0.374,0.99,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1566,5.093999999999999,0.006,0.009000000000000001,-2.517,0.153,0.153,30.816,1.255,14.682,96.557,0.9940000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1567,4.763999999999999,0.009000000000000001,0.033,-2.285,0.121,0.121,30.941999999999997,1.255,50.54,258.60200000000003,0.997,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1568,4.805,0.015,0.063,-1.861,0.12,0.12,31.038,1.254,93.39,394.94800000000004,0.997,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1569,5.271,0.019,0.08900000000000001,-1.368,0.114,0.114,31.116,1.251,129.53,496.327,0.9940000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1570,5.562,0.028999999999999998,0.115,-0.8759999999999999,0.096,0.096,31.131,1.249,167.18200000000002,555.887,0.9840000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1571,5.756,0.045,0.132,-0.495,0.115,0.10400000000000001,31.079,1.246,195.21900000000002,569.566,0.961,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1572,5.739,0.064,0.135,-0.292,0.147,0.125,30.993000000000002,1.244,207.416,536.4019999999999,0.948,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1573,5.317,0.022000000000000002,0.08800000000000001,-0.314,0.185,0.165,30.967,1.244,128.381,458.851,0.9840000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1574,5.327000000000001,0.008,0.047,-0.45899999999999996,0.267,0.264,31.099,1.244,68.80199999999999,342.024,0.996,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1575,5.785,0.002,0.016,-0.863,0.382,0.382,31.394000000000002,1.244,23.840999999999998,194.01,0.997,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1576,6.0,0.001,0.002,-1.3430000000000002,0.498,0.498,31.826999999999998,1.246,2.531,36.387,0.997,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1577,5.99,0.0,0.0,-1.702,0.565,0.565,32.36,1.248,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1579,6.0360000000000005,0.0,0.0,-2.252,0.305,0.305,33.221,1.252,0.0,0.0,0.996,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1580,6.095,0.0,0.0,-2.526,0.192,0.192,33.453,1.253,0.0,0.0,0.9840000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1581,6.222,0.0,0.0,-2.7689999999999997,0.131,0.131,33.599000000000004,1.254,0.0,0.0,0.9570000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1583,6.367999999999999,0.0,0.0,-3.1919999999999997,0.156,0.156,33.853,1.254,0.0,0.0,0.9890000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1584,6.434,0.0,0.0,-3.3080000000000003,0.18899999999999997,0.18899999999999997,34.021,1.255,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1585,6.505,0.0,0.0,-3.384,0.209,0.209,34.211999999999996,1.255,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1586,6.604,0.0,0.0,-3.4389999999999996,0.209,0.209,34.411,1.255,0.0,0.0,0.997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1587,6.747000000000001,0.0,0.0,-3.458,0.203,0.203,34.602,1.255,0.0,0.0,0.995,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1588,6.846,0.0,0.0,-3.4419999999999997,0.179,0.179,34.777,1.255,0.0,0.0,0.986,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1589,6.934,0.0,0.0,-3.4339999999999997,0.15,0.15,34.922,1.255,0.06,1.001,0.986,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1590,6.952000000000001,0.005,0.009000000000000001,-3.347,0.128,0.128,35.039,1.254,15.283,104.708,0.996,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1591,6.8839999999999995,0.008,0.033,-3.0039999999999996,0.11800000000000001,0.11800000000000001,35.129,1.253,51.176,266.72700000000003,0.997,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1592,6.776,0.012,0.061,-2.4419999999999997,0.11800000000000001,0.11800000000000001,35.202,1.251,90.178,403.096,0.997,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1593,7.131,0.016,0.087,-1.758,0.122,0.122,35.258,1.248,124.881,504.559,0.996,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1594,7.101,0.02,0.107,-1.081,0.122,0.122,35.294000000000004,1.245,152.567,564.137,0.99,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1596,7.162000000000001,0.023,0.109,-0.225,0.152,0.14,35.3,1.2409999999999999,155.832,544.6519999999999,0.9570000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1597,7.0920000000000005,0.013999999999999999,0.079,-0.12300000000000001,0.204,0.183,35.314,1.2409999999999999,113.302,467.08,0.95,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1598,7.068,0.008,0.047,-0.18600000000000003,0.225,0.207,35.388000000000005,1.2409999999999999,69.691,350.25300000000004,0.946,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1599,7.082999999999999,0.004,0.021,-0.354,0.201,0.196,35.514,1.2409999999999999,32.522,202.187,0.9470000000000001,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1600,7.107,0.001,0.003,-0.611,0.184,0.183,35.653,1.242,4.93,41.809,0.951,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1602,6.638999999999999,0.0,0.0,-1.058,0.152,0.152,35.941,1.245,0.0,0.0,0.953,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1603,6.332999999999999,0.0,0.0,-1.248,0.122,0.122,36.056999999999995,1.247,0.0,0.0,0.9440000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1604,6.031000000000001,0.0,0.0,-1.51,0.08900000000000001,0.08900000000000001,36.148,1.248,0.0,0.0,0.93,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1605,5.931,0.0,0.0,-1.785,0.066,0.066,36.215,1.25,0.0,0.0,0.9259999999999999,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1607,5.74,0.0,0.0,-2.3930000000000002,0.052000000000000005,0.052000000000000005,36.319,1.254,0.0,0.0,0.885,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1608,5.716,0.0,0.0,-2.775,0.033,0.033,36.357,1.256,0.0,0.0,0.795,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1609,5.811,0.0,0.0,-3.315,0.017,0.017,36.38,1.258,0.0,0.0,0.664,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1610,6.021,0.0,0.0,-4.074,0.008,0.008,36.395,1.261,0.0,0.0,0.5379999999999999,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1611,6.367000000000001,0.0,0.0,-5.115,0.003,0.003,36.406,1.262,0.0,0.0,0.37,0,1,0,0,1,0,0,0,0,0,0,0,0,0
